name,id
F13B,1170
FAAH,1171
FABP4,1172
FABP1,1173
FABP2,1174
FABP3,1175
FABP6,1176
FABP7,1177
FANCA,1178
FANCC,1179
FANCD2,1180
FANCE,1181
ACSL1,1182
ACSL3,1183
ACSL4,1184
FAH,1185
PTK2B,1186
BPTF,1187
FANCF,1188
FANCG,1189
FBLN1,1190
FARSA,1191
FASN,1192
FAT1,1193
FAT2,1194
FAU,1195
FBLN2,1196
FBN1,1197
FBN2,1198
EFEMP1,1199
FCAR,1200
MS4A2,1201
FCER1G,1202
FCGR1B,1203
FCGR2A,1204
FCGR2B,1205
FCGR3B,1206
FCGRT,1207
FKTN,1208
FCN2,1209
FDFT1,1210
FDPS,1211
FDX1,1212
FDXR,1213
FECH,1214
FEN1,1215
GPC4,1216
FER,1217
FES,1218
FGA,1219
FGB,1220
FGD1,1221
FGF1,1222
FGF2,1223
FGF3,1224
FGF4,1225
FGF5,1226
FGF7,1227
FGF8,1228
FGF9,1229
FGF10,1230
FGF11,1231
FGF12,1232
FGF14,1233
FGFR1,1234
FGFR3,1235
GPC5,1236
FGFR2,1237
FGFR4,1238
FGG,1239
FH,1240
FHIT,1241
FHL1,1242
FHL2,1243
FHL3,1244
VEGFD,1245
FKBP1A,1246
FKBP1B,1247
FKBP2,1248
FKBP3,1249
FKBP4,1250
FKBP5,1251
FOXG1,1252
FOXF2,1253
FOXC1,1254
FOXD1,1255
FOXD4,1256
FOXI1,1257
FOXL1,1258
FOXE1,1259
FOXM1,1260
FOXD2,1261
FOXO1,1262
FOXO3,1263
FLI1,1264
FLII,1265
MLANA,1266
FLNA,1267
FLNB,1268
FLNC,1269
FLOT2,1270
FLT1,1271
FLT3,1272
FLT4,1273
FMO3,1274
FMO4,1275
FMOD,1276
FMR1,1277
AFF2,1278
FN1,1279
FNTB,1280
FOLH1,1281
FOLR1,1282
FOLR2,1283
FOS,1284
FOSB,1285
FOSL2,1286
FPGS,1287
FPR1,1288
FPR2,1289
FPR3,1290
FXN,1291
FRK,1292
MTOR,1293
FRAXA,1294
FRG1,1295
FRZB,1296
FSHB,1297
CENPI,1298
NR5A2,1299
FTH1,1300
FUCA1,1301
FUS,1302
FUT1,1303
FUT2,1304
FUT4,1305
FUT6,1306
FUT7,1307
FUT8,1308
KDSR,1309
FYB1,1310
FYN,1311
FZD2,1312
IFI6,1313
G6PC,1314
G6PD,1315
SLC37A4,1316
GAGE1,1317
XRCC6,1318
GAA,1319
GAB1,1320
GABBR1,1321
GABPA,1322
GABPB1,1323
GABRA1,1324
GABRA2,1325
GABRA3,1326
GABRA4,1327
GABRA5,1328
GABRB1,1329
GABRB2,1330
GABRB3,1331
GABRG1,1332
GABRG2,1333
GABRG3,1334
GABRP,1335
GABRR2,1336
GAGE2C,1337
GAK,1338
GALC,1339
B4GALNT1,1340
GALK1,1341
GALR1,1342
GALNS,1343
GALNT1,1344
GALNT2,1345
GALNT3,1346
GALT,1347
GAP43,1348
GAPDH,1349
LRRC32,1350
GARS,1351
GART,1352
GAS1,1353
GAS2,1354
GAS6,1355
GATA1,1356
GATA2,1357
GATA3,1358
GATA4,1359
GATA6,1360
GATM,1361
GBA,1362
GBP2,1363
GBP3,1364
GBX2,1365
GC,1366
GCDH,1367
GCG,1368
GCH1,1369
GCK,1370
KAT2A,1371
NR6A1,1372
GCNT1,1373
GCNT2,1374
OPN1MW,1375
GCSH,1376
MSTN,1377
GDF9,1378
GDF10,1379
GDI1,1380
GDI2,1381
GDNF,1382
GEM,1383
GFAP,1384
GFER,1385
GFI1,1386
GFPT1,1387
GFRA1,1388
GFRA3,1389
GGCX,1390
B4GALT1,1391
GGT7,1392
GGT5,1393
GHSR,1394
GIP,1395
GJA1,1396
GJA3,1397
GJA5,1398
GJA8,1399
GJB1,1400
GJB2,1401
GJB5,1402
GK,1403
GLA,1404
GPC3,1405
GLB1,1406
GCLC,1407
GCLM,1408
GLDC,1409
GLE1,1410
GLG1,1411
GLI1,1412
GLI2,1413
GLI3,1414
GLO1,1415
GLP1R,1416
GLRA2,1417
GLS,1418
GLRX,1419
GLUD1,1420
GLUD2,1421
GLUL,1422
GM2A,1423
GMDS,1424
GMFB,1425
GMPR,1426
GNA11,1427
GNA12,1428
GNAI1,1429
GNAI2,1430
GNAI3,1431
GNAL,1432
GNAQ,1433
GNAS,1434
GNAT1,1435
GNAZ,1436
GNB1,1437
GNB2,1438
GNB3,1439
GNG3,1440
GNG4,1441
GNG5,1442
GNG7,1443
GNGT1,1444
GNL1,1445
GNRH1,1446
GNRHR,1447
GNS,1448
GOLGA1,1449
GOLGA2,1450
GOLGA3,1451
GOLGA4,1452
GOLGB1,1453
GOT1,1454
GOT2,1455
SFN,1456
GP1BA,1457
GP1BB,1458
GP2,1459
GP5,1460
GP9,1461
GPC1,1462
GPD1,1463
GPD2,1464
GPI,1465
GPLD1,1466
GPM6A,1467
